tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6
93,0.5469,0.3681,0.7544,1.1665,1.1018,1.2176
94,0.44,0.5506,0.7116,0.8863,0.8263,0.0006
95,0.3483,0.5968,0.713,1.0565,1.0528,1.1216
96,0.4972,0.4955,0.6353,0.9279,1.0356,1.1216
97,0.6699,0.4442,0.665,0.9653,0.7023,1.1216
98,0.647,0.4275,0.6794,0.8928,0.4625,1.1216
99,0.6111,0.4108,0.6598,0.7001,0.6038,1.1216
100,0.6323,0.6482,0.4972,0.6732,0.5031,0.7479
101,0.5255,0.4384,0.7542,0.5294,0.4639,1.1425
102,0.4859,0.1949,0.6166,0.7887,0.4436,1.1407
103,0.3149,0.399,0.6413,0.6593,0.3815,1.0046
104,0.2448,0.4448,0.6134,0.6123,0.3782,0.857
105,0.405,0.3578,0.6296,0.5691,0.4528,1.1086
106,0.3339,0.3833,0.4591,0.507,0.4966,1.0952
107,0.2491,0.3882,0.3482,0.8051,0.4712,1.1683
108,0.2031,0.376,0.4879,0.8673,0.4686,1.0174
109,0.4048,0.5724,0.4486,0.7417,0.437,0.4338
110,0.4003,0.5787,0.4071,0.9169,0.0803,0.1986
111,0.3554,0.5932,0.3856,0.8972,0.0804,0.1598
112,0.344,0.5112,0.3888,0.8651,0.1604,0.1703
113,0.3828,0.7166,0.4554,0.8094,0.3313,0.0824
114,0.5538,0.7285,0.266,0.8102,0.6307,0.0672
115,0.5473,0.7284,0.6199,0.7234,0.6481,0.0832
116,0.5169,0.3046,0.7896,0.6722,0.6228,0.024
117,0.5436,0.5582,0.3053,0.6586,0.5324,0.0344
118,0.5013,0.567,0.471,0.5482,0.5146,0.4145
119,0.5181,0.571,0.4895,0.7945,0.6746,0.4485
120,0.5695,0.5622,0.4548,0.7343,0.545,0.4731
121,0.4612,0.5598,0.5197,0.9597,0.7739,0.4829
122,0.4742,0.5245,0.4118,0.9572,0.7412,0.2875
123,0.5441,0.534,0.3964,0.6339,0.7672,0.522
124,0.5437,0.7086,0.434,0.8574,0.7531,0.4649
125,0.5594,1.0427,0.3687,1.1988,0.7299,0.4272
126,0.5059,0.5407,0.3705,1.1988,0.7256,0.4036
127,0.3468,0.7681,0.3591,1.1988,0.9027,0.4533
128,0.4567,0.9621,0.5475,1.1988,0.8466,0.484
129,0.4894,0.982,0.4942,1.1927,0.7728,0.4895
130,0.4993,0.8039,0.5552,0.7328,0.4348,0.4774
131,0.4049,0.9244,0.5661,0.5768,0.5298,0.495
132,0.6528,0.8784,0.4961,0.5026,0.5755,0.144
133,0.5398,0.8114,0.5226,0.903,0.4996,0.2852
134,0.4507,0.7343,0.634,0.9077,0.1401,0.161
135,0.7955,0.8547,0.722,0.9154,0.1198,0.6388
136,0.5492,0.9228,0.8242,1.0777,0.5365,0.6559
137,0.5624,0.9222,0.7803,1.0689,0.2818,0.537
138,0.8064,0.9298,0.778,0.9167,0.4049,0.6239
139,0.8104,0.9254,0.7747,1.0503,0.0514,0.6101
140,0.8201,0.8993,0.7221,0.7048,0.0551,0.4596
141,0.7815,0.8088,0.6278,0.9925,0.4332,0.4467
142,0.6661,0.9202,0.7049,1.1346,0.453,0.3726
143,0.6974,0.9086,0.6638,1.1636,0.3322,0.7047
144,0.7243,0.8262,0.6873,1.1634,0.5065,0.79
145,0.6382,0.8648,0.7016,1.1636,0.7828,0.8591
146,0.6847,0.6646,0.6353,1.1382,0.6328,0.7025
147,0.8681,0.8706,0.6261,1.1383,0.8365,0.5773
148,0.8686,1.0648,0.6182,1.075,0.8427,0.8981
149,0.8673,0.8874,0.5565,1.058,0.7177,0.8884
150,0.8354,1.1362,0.4285,0.688,0.9044,0.6814
151,0.8062,1.1362,0.409,1.0648,0.861,0.968
152,0.7502,1.1343,0.558,1.0398,0.7856,0.9698
153,0.6481,1.0317,0.5421,0.7997,0.7242,0.8732
154,0.9168,0.9552,0.6517,0.5012,0.8144,0.7684
155,0.7396,0.8477,0.6682,0.7446,0.8288,0.7209
156,0.8214,0.6192,0.5732,0.5799,0.6683,0.7002
157,0.6527,0.6714,0.6216,0.9108,0.7716,0.4589
158,0.889,0.8444,0.5841,0.893,0.9386,0.2847
159,0.9568,0.7663,0.6236,0.8983,0.991,0.4346
160,1.1812,0.6786,0.8109,0.893,0.829,0.4349
161,0.7076,0.8203,0.883,0.6046,0.7865,0.5978
162,1.1142,0.7555,0.8908,0.8919,0.9524,0.6735
163,1.0804,0.8404,0.8413,0.7151,0.9471,0.5414
164,0.9133,0.783,0.7071,0.9586,0.9564,0.4478
165,1.0536,0.8011,0.8167,0.942,0.8755,0.527
166,0.9053,0.8235,0.8344,0.7961,0.706,0.5378
167,0.67,0.5052,0.8249,0.9897,0.0349,0.7807
168,0.692,0.6222,0.8416,0.9482,0.06,0.8259
169,0.7142,0.8822,0.7887,0.8619,0.0904,0.0747
170,0.6089,0.7768,0.7092,1.0147,0.0301,0.0677
171,0.7253,0.8203,0.5708,1.0116,0.6174,0.1185
172,0.8996,0.7843,0.5629,1.0227,0.6706,0.1226
173,0.8842,0.7221,0.5501,1.0128,1.1289,0.3636
174,0.8401,0.752,0.5175,1.0603,0.8888,1.1052
175,0.9625,0.6894,0.5101,0.8315,0.1452,1.2176
176,0.973,0.6628,0.5125,1.1085,0.858,1.2176
177,0.7043,0.6712,0.5399,1.1533,0.62,1.2176
178,0.978,0.6609,0.4353,1.1182,0.9374,0.9899
179,0.9544,0.6596,0.3832,1.1182,0.9805,0.4745
180,0.8386,0.5473,0.3243,0.9999,0.9817,1.3281
181,0.9436,0.5681,0.7854,1.1173,0.8948,1.3357
182,0.9363,0.531,0.7863,0.8176,0.9497,1.3357
183,0.874,0.4348,0.7869,1.0597,0.9806,1.3357
184,0.9545,0.5883,0.8302,0.5592,0.7847,1.3352
185,0.8481,0.811,0.5899,0.5254,0.7728,1.3357
186,1.0203,0.6421,0.6931,1.1774,0.8127,1.3354
187,1.0131,0.7384,0.9093,0.9419,0.9052,1.3347
188,0.8506,0.564,0.9159,0.9342,0.6238,1.3351
189,0.9901,0.5943,0.7618,1.1759,0.4332,1.2311
190,0.9825,0.552,0.8194,0.9826,0.3919,0.9798
191,0.9158,0.7388,0.9226,1.185,0.3709,0.9234
192,0.9803,0.8008,0.8206,1.0987,0.3682,0.8239
193,0.8103,0.8205,0.6253,1.1058,0.2031,0.5541
194,0.8194,0.7145,0.6666,1.0632,0.3854,0.8431
195,0.8014,0.4501,0.5841,1.0188,0.4056,0.8788
196,0.7319,0.4082,0.6402,1.0544,0.2948,0.6719
197,0.9832,0.4592,0.5739,1.06,0.3722,0.8824
198,0.6573,0.2453,0.5736,0.8918,0.5813,0.9453
199,0.7047,0.0848,0.6385,1.057,0.9125,0.8735
200,0.7547,0.0475,0.6991,0.9134,0.9787,0.5356
201,0.7394,0.0373,0.6901,0.9573,0.9673,0.6251
202,0.7379,0.5818,0.697,1.0278,0.8469,0.7472
203,0.2662,0.5385,0.5375,0.8626,0.6613,0.7012
204,0.6262,0.4265,0.7041,1.076,0.6381,0.6832
205,0.7841,0.4893,0.724,0.9685,0.9324,0.1241
206,0.969,0.7989,0.6656,0.6774,0.9342,0.6329
207,0.8162,0.7516,0.702,0.5144,0.9352,0.4244
208,0.8296,0.738,0.7826,0.4976,0.7857,0.8139
209,0.6273,0.5893,0.9647,0.7871,0.8886,0.8308
210,0.7761,0.6888,1.0428,0.5621,1.0086,0.4388
211,0.9244,0.6474,1.1325,0.7136,1.0695,0.6835
212,0.8501,0.6784,1.1325,0.5024,0.797,0.9596
213,0.818,0.7288,0.755,0.4121,0.5423,0.9903
214,0.8962,0.548,1.1333,0.7043,0.7933,0.9254
215,0.9981,0.7723,1.1333,0.6577,1.0829,0.7463
216,0.9078,0.6741,1.1332,0.3567,1.177,1.0196
217,0.8498,0.6785,1.1175,0.101,1.1772,1.0475
218,0.7082,0.7692,1.0402,0.3828,1.0118,1.0261
219,0.5072,0.7494,1.1139,0.413,1.0292,1.0019
220,0.5778,0.7708,1.041,0.1177,0.8254,0.8636
221,0.4924,0.7575,0.4504,0.4733,1.0106,0.9648
222,0.4424,0.8061,0.9489,0.5233,0.8672,0.8636
223,0.5479,0.7592,1.1391,0.4883,0.956,0.7707
224,0.5587,0.7945,1.0926,0.436,0.8801,0.5887
225,0.5261,0.5911,0.8286,0.3451,0.9573,1.1007
226,0.5856,0.7101,1.0033,0.3195,0.9593,1.1007
227,0.5493,0.8627,0.8101,0.7043,0.8857,1.1007
228,0.4596,0.8356,0.846,0.7006,0.8418,
229,0.5095,0.7359,0.9643,0.753,0.8489,
230,0.5069,0.8355,0.913,0.7506,0.8907,0.1149
231,0.6541,0.9232,1.0107,0.7138,0.8911,0.622
232,0.7505,0.8666,1.006,0.6446,0.9232,0.3731
233,0.8085,0.9797,1.0079,0.6146,0.8092,0.8118
234,0.8512,1.0102,1.0164,0.4463,0.8081,1.2467
235,0.8181,0.8407,0.9235,0.3644,0.8246,1.2497
236,0.835,1.0226,0.9086,0.3546,0.8005,1.1989
237,0.8038,0.9984,0.9916,0.3125,0.6031,0.9283
238,0.7845,0.8726,0.9354,0.6158,0.7132,0.8733
239,0.4869,0.9943,0.9675,0.5565,0.9367,0.9514
240,0.3835,0.9872,0.8666,0.4422,0.7729,0.8445
241,0.348,1.019,0.7342,0.2957,0.9646,0.8995
242,0.0968,1.0177,0.5293,0.3147,0.8972,0.7574
243,0.065,1.0001,0.616,0.303,0.7498,0.7482
244,0.1185,0.992,0.6277,0.366,0.9476,0.6419
245,0.1049,0.9638,0.418,0.3563,0.8752,0.6971
246,0.0463,0.9491,0.6165,0.2612,0.8243,0.7766
247,0.0443,1.0916,0.8884,0.5345,0.8294,0.8546
248,0.1045,1.0916,0.9203,0.433,0.7593,0.5808
249,0.0575,1.0916,0.9152,0.6473,0.7015,0.4572
250,0.4851,1.087,0.7184,0.639,0.6812,0.8382
251,0.5439,1.0,0.8694,0.5501,0.6992,0.7831
252,0.512,0.7455,0.6089,0.7524,0.6718,0.5169
253,0.7297,1.156,0.8512,0.6154,0.6936,0.8669
254,0.6165,0.7908,0.8433,0.6628,0.4978,0.8687
255,0.7725,0.4343,0.7614,0.714,0.4553,1.2807
256,0.6773,1.173,0.7544,0.5602,0.4901,1.267
257,0.6481,0.7175,0.7654,0.5918,0.3762,1.267
258,0.5606,1.1323,0.7666,0.5358,0.2573,1.267
259,0.5296,1.2804,0.7617,0.3545,0.1001,1.267
260,0.5544,1.2804,0.6852,0.7408,0.1394,1.267
261,0.6196,1.2804,0.5619,0.8507,0.1233,1.2619
262,0.6505,0.7698,0.6332,0.8676,0.0867,1.2639
263,0.7071,1.2118,0.6764,0.7066,0.0916,0.3605
264,0.7344,1.1508,0.5155,0.8883,0.1847,0.6555
265,0.6688,1.2164,0.4174,0.8706,0.2776,1.0125
266,0.7672,1.2193,0.6587,0.761,0.2549,0.7981
267,0.7971,1.0161,0.8268,0.9336,0.2453,0.9675
268,0.5151,1.2061,0.7695,0.8041,0.2942,1.2216
269,0.7328,1.206,0.8154,0.6648,0.4675,1.2268
270,0.9089,1.2061,0.758,0.6372,0.4969,1.2066
271,0.8623,1.1782,0.7475,0.7489,0.4882,1.2066
272,0.8716,1.1741,0.7921,0.7557,0.4463,1.1701
273,0.7472,1.0159,0.8006,0.6463,0.2662,1.2927
274,0.8943,0.9367,0.7903,0.669,0.4037,0.66
275,0.7836,0.8706,0.8069,0.4217,0.3393,0.4028
276,0.7933,0.9226,0.7042,0.3946,0.3449,1.0525
277,0.7119,0.5573,0.7304,0.5991,0.3831,1.2919
278,0.7805,0.6178,0.5235,0.6805,0.3828,1.2943
279,0.7006,0.3874,0.7038,0.6339,0.3652,1.2943
280,0.6437,0.4654,0.6309,0.6594,0.2541,0.6472
281,0.6656,0.4203,0.5538,0.6317,0.315,1.2807
282,0.7135,0.4786,0.5677,0.8459,0.3608,1.2807
283,0.3877,0.6577,0.5953,0.4591,0.2278,1.2807
284,0.3819,0.6343,0.5663,0.9485,0.3141,0.8843
285,0.2892,0.7722,0.5718,0.9511,0.3387,1.208
286,0.616,0.6077,0.492,0.9648,0.3593,1.2316
287,0.6127,0.319,0.6841,0.9214,0.3055,1.0817
288,0.6176,0.9139,0.6438,0.8123,0.363,1.2807
289,0.6318,0.9621,0.4787,0.8337,0.3509,1.2807
290,0.6419,0.9645,0.7058,0.8519,0.2778,1.2411
291,0.4677,0.9435,0.726,0.6073,0.2673,0.5462
292,0.5933,0.9348,0.6048,0.8801,0.2448,0.1726
293,0.4209,0.7819,0.6391,0.8653,0.2223,0.1846
294,0.8205,0.644,0.7322,0.7315,0.3572,0.1257
295,0.7935,0.6976,0.8272,0.7249,0.37,0.1525
296,0.7609,0.7379,0.7856,0.752,0.5279,0.0653
297,0.5036,0.9174,0.47,0.7147,0.4965,0.5044
298,0.412,0.9501,0.604,0.6824,0.4453,0.2842
299,0.5008,0.9573,0.6364,0.8631,0.5624,0.085
300,0.6755,0.9586,0.9236,0.8622,0.5977,0.0746
301,0.3732,0.9199,0.8749,0.8633,0.6,0.0422
302,0.5719,0.8196,0.8537,0.8893,0.6205,0.4537
303,0.8883,0.7555,0.7864,0.7885,0.5567,0.487
304,0.9248,0.6672,0.5665,0.7707,0.4851,0.4563
305,0.8788,0.5937,0.5809,0.7401,0.4425,0.5177
306,0.6163,0.5903,0.4792,0.4812,0.4317,0.4649
307,0.7814,0.6534,0.4953,0.5762,0.3228,0.5303
308,0.6061,0.4277,0.5352,0.519,0.298,0.4745
309,0.4426,0.5533,0.6699,0.5562,0.3187,0.4643
310,0.7732,0.75,0.6477,0.5821,0.4642,0.4682
311,0.6512,0.7589,0.6508,0.5956,0.4865,0.508
312,0.9057,0.8073,0.6171,0.4413,0.4022,0.4885
313,0.9733,0.8598,0.6543,0.2328,0.4052,0.4443
314,0.8715,0.7657,0.5685,0.4319,0.2491,0.4562
315,0.9366,0.6026,0.6104,0.3063,0.4492,0.4655
316,0.8041,0.5391,0.5623,0.0943,0.4851,0.4413
317,0.5902,0.6947,0.7803,0.5632,0.3929,0.351
318,0.8242,0.6323,0.7176,0.5636,0.4015,0.3382
319,0.8064,0.5956,0.8716,0.5653,0.3823,0.0897
320,0.6733,0.517,0.8027,0.5199,0.3876,0.0214
321,0.73,0.5082,0.8217,0.3314,0.6112,0.019
322,0.6041,0.6613,0.7581,0.5558,0.5768,0.0134
323,0.5197,0.6571,0.7593,0.5024,0.5834,0.0208
324,0.3983,0.4836,0.8011,0.4619,0.5779,0.0121
325,0.4127,0.7956,0.6144,0.4864,0.4429,0.0695
326,0.2811,0.749,0.8356,0.5198,0.5414,0.0215
327,0.3612,0.5045,0.5924,0.5588,0.5794,0.0254
328,0.5779,0.5954,0.8281,0.4478,0.3397,0.0902
329,0.5065,0.7803,0.8849,0.3877,0.5497,0.0145
330,0.7211,0.503,0.8697,0.4309,0.6929,0.0535
331,0.6261,0.4258,0.8001,0.4045,0.7315,0.1186
332,0.697,0.4682,0.9521,0.5039,0.7648,0.2992
333,0.6736,0.448,0.9034,0.3298,0.8384,0.4079
334,0.7568,0.3783,0.8015,0.3279,0.6153,0.4094
335,0.8533,0.397,0.9058,0.3253,0.4557,0.4076
336,0.6651,0.3761,0.9128,0.27,0.4242,0.3512
337,0.9083,0.3561,0.7648,0.3151,0.682,0.3345
338,0.8898,0.2017,0.754,0.3127,0.7319,0.3633
339,0.8639,0.2095,0.7751,0.2401,0.7294,0.438
340,0.8124,0.2244,0.7095,0.4954,0.7047,0.4696
341,0.6555,0.2279,0.6658,0.491,0.7297,0.5165
342,0.6625,0.3154,0.6524,0.2908,0.5712,0.6039
343,0.6518,0.3741,0.5965,0.4367,0.5698,0.4608
344,0.4394,0.3892,0.5214,0.4004,0.5922,0.6055
345,0.7367,0.4138,0.5084,0.4651,0.7165,0.3277
346,0.6725,0.4272,0.5893,0.5621,0.7338,0.5942
347,0.8546,0.4974,0.3495,0.4863,0.7187,0.6048
348,0.8542,0.4538,0.648,0.3228,0.7372,0.6068
349,0.6866,0.4053,0.6617,0.4147,0.6269,0.6039
350,0.739,0.391,0.5788,0.3747,0.6506,0.5985
351,0.9207,0.3426,0.6323,0.4002,0.597,0.606
352,0.8386,0.2802,0.6521,0.2991,0.4468,0.4272
353,0.9107,0.3476,0.5517,0.5548,0.6921,0.4529
354,0.9005,0.3063,0.6006,0.4738,0.8805,0.0254
355,0.7267,0.3172,0.6266,0.4817,0.9056,0.114
356,0.8238,0.3666,0.535,0.451,0.8774,0.5005
357,0.8245,0.5446,0.5428,0.3753,0.8722,0.6151
358,0.8322,0.5005,0.6162,0.3945,1.2726,0.6226
359,0.902,0.4758,0.6114,0.4159,0.7053,0.5339
360,0.7963,0.637,0.6457,0.568,0.9613,0.4053
361,0.815,0.5671,0.6015,0.5333,1.0883,0.6196
362,0.8544,0.4586,0.5073,0.5328,0.9192,0.0292
363,0.8628,0.5045,0.4124,0.5603,0.594,0.0233
364,0.796,0.5603,0.4226,0.4828,0.223,0.0063
365,0.812,0.5348,0.6074,0.6173,0.1251,0.606
366,0.6988,0.5483,0.6332,0.6413,0.1781,0.5967
367,0.7776,0.5661,0.5873,0.5448,0.1341,0.6536
368,0.689,0.5364,0.5194,0.5759,0.0853,0.6048
369,0.6534,0.5546,0.3859,0.4734,0.1002,0.6068
370,0.6186,0.5279,0.5199,0.3716,0.0423,0.6038
371,0.7075,0.4552,0.5402,0.3749,0.0983,0.6009
372,1.0173,0.4265,0.454,0.3197,0.2293,0.3998
373,0.7336,0.5964,0.5745,0.5073,0.3882,0.8087
374,0.8037,0.5831,0.5963,0.49,0.3124,0.671
375,0.9403,0.6837,0.484,0.3781,0.6045,0.4628
376,1.011,0.4183,0.6202,0.3611,0.5943,0.2466
377,0.9862,0.4278,0.4962,0.235,0.8873,0.0207
378,0.8362,0.4148,0.4255,0.2363,0.7867,0.0528
379,0.7614,0.421,0.4679,0.2373,0.9222,0.0818
380,0.7748,0.4072,0.5414,0.2919,0.751,0.0823
381,0.7084,0.3885,0.3674,0.1997,0.8764,0.111
382,0.6977,0.654,0.4292,0.216,0.9515,0.4011
383,0.5149,0.6382,0.2824,0.2114,0.9259,0.3928
384,0.6983,0.7202,0.2455,0.2508,0.9213,0.4476
385,0.7406,0.5598,0.248,0.2409,0.9087,0.4433
386,0.6045,0.243,0.0789,0.423,0.7965,0.395
387,0.5443,0.6738,0.0587,0.4724,0.7784,0.173
388,0.6282,0.8066,0.0634,0.3828,0.8627,0.1216
389,0.6322,0.7673,0.054,0.4781,0.8575,0.499
390,0.6389,0.5834,0.2242,0.5011,0.5762,0.4385
391,0.5398,0.6615,0.2366,0.5099,0.7343,0.5629
392,0.6298,0.6485,0.2017,0.3922,0.5788,0.4393
393,0.5454,0.6289,0.3517,0.4209,0.783,0.5597
394,0.6317,0.7639,0.4096,0.4207,0.7661,0.6715
395,0.7641,0.7445,0.2646,0.402,0.7898,0.3007
396,0.7322,0.8936,0.2664,0.5294,0.7982,0.3892
397,0.641,0.7646,0.3871,0.5731,0.6253,0.7813
398,0.4809,0.8242,0.4659,0.5659,0.8353,0.8334
399,0.6248,0.8843,0.4505,0.5149,0.7774,0.7789
400,0.6261,0.8843,0.5044,0.5465,0.5737,0.7927
401,0.6181,0.8732,0.4905,0.3894,0.6245,1.1517
402,0.6494,0.8014,0.4794,0.3763,0.6694,0.767
403,0.5827,0.8232,0.4808,0.4492,0.6749,0.8703
404,0.5579,0.8122,0.4249,0.4203,0.4803,0.9091
405,0.4905,0.7935,0.5964,0.2363,0.5855,1.0571
406,0.6047,0.4678,0.5037,0.2812,0.71,0.8686
407,0.6153,0.5361,0.4049,0.3062,0.6209,0.8384
408,0.5548,0.6279,0.3871,0.311,0.5247,0.6222
409,0.5631,0.7159,0.3734,0.2357,0.8093,0.1427
410,0.4753,0.8186,0.4115,0.463,0.6622,0.213
411,0.3747,0.7463,0.4466,0.4789,0.8687,0.2917
412,0.3649,0.7392,0.425,0.6117,0.7446,0.2165
413,0.366,0.5348,0.3436,0.4151,0.9664,0.5974
414,0.3788,0.9261,0.4665,0.6316,0.9389,0.476
415,0.0577,0.9171,0.3536,0.3784,0.9023,0.7241
416,0.0264,0.7728,0.5458,0.7739,0.7709,0.6676
417,0.0561,0.9191,0.4931,0.7809,0.8135,0.7121
418,0.0506,0.9311,0.385,0.6837,0.8308,0.6473
419,0.0712,0.906,0.3416,0.6476,0.774,0.5856
420,0.295,0.8772,0.3044,0.5463,0.8136,0.7778
421,0.2358,0.8064,0.5202,0.6525,0.7504,0.7861
422,0.4317,0.8675,0.4081,0.7128,0.7415,0.7647
423,0.424,0.7569,0.5896,0.8397,0.7552,0.6481
424,0.353,0.881,0.5579,0.5581,0.7543,0.7003
425,0.3656,0.9402,0.5613,0.6619,0.7273,0.757
426,0.7014,0.7575,0.4119,0.6867,1.099,0.8365
427,0.7566,0.6463,0.3987,0.8314,1.1102,0.7202
428,0.8245,0.6988,0.3633,0.5306,0.666,0.5615
429,0.81,0.6032,0.5332,0.5827,1.0917,0.4912
430,0.7394,0.8248,0.433,0.7653,0.8283,0.6306
431,0.7272,0.8265,0.3592,0.6759,0.669,0.558
432,0.8955,0.7893,0.3744,0.4599,1.0195,0.5897
433,0.8059,1.0297,0.4969,0.3668,1.0081,0.6763
434,0.918,1.0171,0.4971,0.6123,0.9576,0.5603
435,0.7179,1.1882,0.4456,0.5938,0.9334,0.6379
436,0.5446,0.9901,0.414,0.9329,0.6954,0.8476
437,0.512,1.1698,0.4923,1.2096,0.9024,0.7871
438,0.6275,1.0027,0.3717,0.9572,0.9599,0.9791
439,0.6251,1.1491,0.6341,0.9915,0.9868,0.8231
440,0.3662,1.1487,0.5126,1.0127,0.8931,0.8197
441,0.3711,1.115,0.6391,1.2356,0.7956,0.8621
442,0.2266,0.8502,0.5534,1.2453,0.8775,0.8011
443,0.2729,0.832,0.5389,1.236,0.7202,0.8237
444,0.3879,0.7234,0.5134,1.2287,0.9389,0.8191
445,0.3858,0.4233,0.4415,1.2327,0.9597,0.8264
446,0.2481,0.4425,0.3178,0.9886,0.7629,0.8148
447,0.608,0.3688,0.2304,1.1149,1.0504,0.6183
448,0.6758,0.367,0.2831,1.0602,1.0391,0.7343
449,0.6261,0.3016,0.2432,0.9973,0.8435,0.7115
450,0.563,0.5448,0.2215,0.7783,1.114,1.0535
451,0.6379,0.5468,0.1071,0.8991,1.0803,0.9725
452,0.658,0.5964,0.2101,0.7049,0.9487,0.9816
453,0.6521,0.3232,0.3221,0.6935,0.9229,0.9849
454,0.7186,0.6899,0.4162,0.9319,0.8439,1.0715
455,0.7365,0.8905,0.4614,0.98,0.7513,0.942
456,0.7099,0.8965,0.3852,0.9773,0.7808,0.813
457,0.9812,0.6695,0.3387,1.0157,0.6515,0.8307
458,0.7912,0.9179,0.113,1.017,0.577,0.7329
459,0.902,0.8848,0.1091,0.9011,0.4791,0.8733
460,0.8872,0.7582,0.1151,0.8571,0.697,0.5958
